HB2014Name,GPPracticeName,HB2014,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Tayside,ARBROATH MEDICAL CENTRE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,34
NHS Shetland,BRAE MEDICAL PRACTICE,S08000026,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Shetland,BRAE MEDICAL PRACTICE,S08000026,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Shetland,BRAE MEDICAL PRACTICE,S08000026,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Shetland,BRAE MEDICAL PRACTICE,S08000026,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Shetland,BRAE MEDICAL PRACTICE,S08000026,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Tayside,ARBROATH MEDICAL CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Tayside,ARBROATH MEDICAL CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Tayside,ARBROATH MEDICAL CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,14
NHS Tayside,ARBROATH MEDICAL CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,14
NHS Tayside,ARBROATH MEDICAL CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,14
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,S08000024,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,S08000024,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,9
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,S08000024,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,S08000024,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,9
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,S08000024,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),S08000024,SOD CHLOR_(S),190400000AAPFPF,2019-04-01,2
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),S08000024,SOD CHLOR_(S),190400000AAPFPF,2019-05-01,2
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),S08000024,SOD CHLOR_(S),190400000AAPFPF,2019-06-01,1
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),S08000024,SOD CHLOR_(S),190400000AAPFPF,2019-07-01,1
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),S08000024,SOD CHLOR_(S),190400000AAPFPF,2019-08-01,2
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Fife,MUIREDGE SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,MUIREDGE SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,MUIREDGE SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,MUIREDGE SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Fife,MUIREDGE SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Borders,THE NEIDPATH PRACTICE,S08000016,THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-04-01,0
NHS Borders,THE NEIDPATH PRACTICE,S08000016,THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-05-01,1
NHS Borders,THE NEIDPATH PRACTICE,S08000016,THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-06-01,0
NHS Borders,THE NEIDPATH PRACTICE,S08000016,THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-07-01,0
NHS Borders,THE NEIDPATH PRACTICE,S08000016,THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-08-01,0
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-04-01,1
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-05-01,0
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-06-01,0
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-07-01,1
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-08-01,0
NHS Borders,SELKIRK MEDICAL PRACTICE,S08000016,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,9
NHS Borders,SELKIRK MEDICAL PRACTICE,S08000016,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,7
NHS Borders,SELKIRK MEDICAL PRACTICE,S08000016,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,9
NHS Borders,SELKIRK MEDICAL PRACTICE,S08000016,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,7
NHS Borders,SELKIRK MEDICAL PRACTICE,S08000016,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,7
NHS Highland,DORNOCH MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Highland,DORNOCH MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,34
NHS Highland,DORNOCH MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Highland,DORNOCH MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Highland,DORNOCH MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Forth Valley,EDENKILN SURGERY,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Forth Valley,EDENKILN SURGERY,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Forth Valley,EDENKILN SURGERY,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Forth Valley,EDENKILN SURGERY,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Forth Valley,EDENKILN SURGERY,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,14
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,14
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,7
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,14
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,14
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,14
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,14
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,14
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,14
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Tayside,MUIRHEAD MEDICAL CENTRE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Tayside,MUIRHEAD MEDICAL CENTRE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Tayside,MUIRHEAD MEDICAL CENTRE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Tayside,MUIRHEAD MEDICAL CENTRE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Tayside,MUIRHEAD MEDICAL CENTRE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,14
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,34
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,34
NHS Highland,ARMADALE MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Fife,THE LINKS PRACTICE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Fife,THE LINKS PRACTICE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Fife,THE LINKS PRACTICE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Fife,THE LINKS PRACTICE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Fife,THE LINKS PRACTICE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,34
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,7
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,9
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,18
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-04-01,2
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-05-01,0
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-06-01,0
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-07-01,0
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,SUTHERLAND LUBRI JELLY SACH 5G STER,21140000001,2019-08-01,0
NHS Lothian,COLINTON SURGERY,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Lothian,COLINTON SURGERY,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Lothian,COLINTON SURGERY,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Lothian,COLINTON SURGERY,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Lothian,COLINTON SURGERY,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,9
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,7
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Shetland,HILLSWICK HEALTH CENTRE,S08000026,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,9
NHS Shetland,HILLSWICK HEALTH CENTRE,S08000026,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,9
NHS Shetland,HILLSWICK HEALTH CENTRE,S08000026,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Shetland,HILLSWICK HEALTH CENTRE,S08000026,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Shetland,HILLSWICK HEALTH CENTRE,S08000026,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,14
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,34
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,S08000016,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,S08000016,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
